occ_code,title,ai_exposure,automation_exposure,augmentation_exposure,theoretical_exposure,theoretical_exposure_conservative,automation_share,augmentation_share,classified_task_n,soc_major,soc_major_label,exposure_q,high_exposure
43-4171,Receptionists and Information Clerks,0.4338,0.172939733703869,0.2608602662961309,0.8666666666666667,0.5333333333333333,0.3986623644625842,0.6013376355374157,9.0,43,Office & Administrative Support,Q4 (high),1
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,0.2467,0.0804239859227041,0.1662760140772958,0.7999999999999999,0.4571428571428571,0.3259991322363362,0.6740008677636637,3.0,43,Office & Administrative Support,Q3,1
43-5011,Cargo and Freight Agents,0.0165,,,0.8484848484848485,0.5273013150371642,,,10.0,43,Office & Administrative Support,Q1 (low),0
43-5021,Couriers and Messengers,0.0412,0.01545,0.02575,0.3793103448275862,0.3103448275862069,0.375,0.625,1.0,43,Office & Administrative Support,Q1 (low),0
43-5031,Public Safety Telecommunicators,0.0465,0.0188305785123966,0.0276694214876033,0.90625,0.65625,0.4049586776859504,0.5950413223140496,3.0,43,Office & Administrative Support,Q1 (low),0
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",0.2258,,,1.0,0.6739130434782609,,,1.0,43,Office & Administrative Support,Q3,1
43-5041,"Meter Readers, Utilities",0.0,0.0,0.0,0.5416666666666666,0.4374999999999999,,,,43,Office & Administrative Support,Q0 (none),0
43-5051,Postal Service Clerks,0.0,0.0,0.0,0.4814814814814814,0.3148148148148147,,,1.0,43,Office & Administrative Support,Q0 (none),0
43-5052,Postal Service Mail Carriers,0.0,0.0,0.0,0.2564102564102564,0.2307692307692307,,,,43,Office & Administrative Support,Q0 (none),0
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.0,0.0,0.0,0.1,0.1,,,,43,Office & Administrative Support,Q0 (none),0
43-5061,"Production, Planning, and Expediting Clerks",0.0934,0.067178216839896,0.0262217831601039,0.9230769230769232,0.5961538461538461,0.7192528569582021,0.2807471430417979,3.0,43,Office & Administrative Support,Q2,0
43-5071,"Shipping, Receiving, and Inventory Clerks",0.0,0.0,0.0,0.7142857142857142,0.5,,,1.0,43,Office & Administrative Support,Q0 (none),0
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.0,0.0,0.0,0.3793103448275862,0.293103448275862,,,2.0,43,Office & Administrative Support,Q0 (none),0
43-6011,Executive Secretaries and Executive Administrative Assistants,0.2336,0.1170210005319122,0.1165789994680877,0.918918918918919,0.6486486486486487,0.5009460639208573,0.4990539360791426,6.0,43,Office & Administrative Support,Q3,1
43-6012,Legal Secretaries and Administrative Assistants,0.0,0.0,0.0,1.0,0.6956521739130435,,,2.0,43,Office & Administrative Support,Q0 (none),0
43-6013,Medical Secretaries and Administrative Assistants,0.3623,0.2016394895348654,0.1606605104651346,1.0,0.6666666666666666,0.5565539319206885,0.4434460680793116,7.0,43,Office & Administrative Support,Q4 (high),1
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.4528,0.1999255422764531,0.2528744577235468,0.903846153846154,0.6442307692307693,0.4415316746388099,0.5584683253611901,14.0,43,Office & Administrative Support,Q4 (high),1
43-9021,Data Entry Keyers,0.6707,0.6707,0.0,0.9285714285714284,0.8928571428571428,1.0,0.0,2.0,43,Office & Administrative Support,Q4 (high),1
43-9022,Word Processors and Typists,0.2385,0.1556595085594667,0.0828404914405332,0.7837837837837838,0.7432432432432433,0.6526604132472402,0.3473395867527598,6.0,43,Office & Administrative Support,Q3,1
43-9031,Desktop Publishers,0.464,0.2426887518821717,0.2213112481178283,0.967741935483871,0.6451612903225806,0.5230361031943356,0.4769638968056643,9.0,43,Office & Administrative Support,Q4 (high),1
43-9041,Insurance Claims and Policy Processing Clerks,0.1467,0.0914056735181133,0.0552943264818866,1.0,0.8333333333333333,0.6230788924206772,0.3769211075793229,10.0,43,Office & Administrative Support,Q3,1
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",0.0,0.0,0.0,0.3243243243243243,0.2162162162162162,,,,43,Office & Administrative Support,Q0 (none),0
43-9061,"Office Clerks, General",0.4504,0.1483314789218326,0.3020685210781673,0.7878787878787878,0.5757575757575758,0.3293327684765379,0.6706672315234621,9.0,43,Office & Administrative Support,Q4 (high),1
43-9071,"Office Machine Operators, Except Computer",0.0239,0.0119157593123209,0.011984240687679,0.5,0.3970588235294117,0.498567335243553,0.501432664756447,3.0,43,Office & Administrative Support,Q1 (low),0
43-9081,Proofreaders and Copy Markers,0.1781,0.0774635687732342,0.1006364312267657,1.0,0.975,0.4349442379182155,0.5650557620817843,3.0,43,Office & Administrative Support,Q3,1
43-9111,Statistical Assistants,0.5099,0.2614793210309059,0.248420678969094,0.9565217391304348,0.8913043478260869,0.5128051010608079,0.4871948989391921,19.0,43,Office & Administrative Support,Q4 (high),1
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.0,0.0,0.0,0.4210526315789473,0.2807017543859649,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-2011,Agricultural Inspectors,0.0,0.0,0.0,0.5,0.2916666666666666,,,5.0,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-2021,Animal Breeders,0.0,0.0,0.0,0.2424242424242424,0.1666666666666666,,,1.0,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-2041,"Graders and Sorters, Agricultural Products",0.0,0.0,0.0,0.1,0.1,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-2091,Agricultural Equipment Operators,0.0,0.0,0.0,0.0,0.0,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",0.0203,0.0076597292724196,0.0126402707275803,0.2142857142857142,0.1428571428571428,0.377326565143824,0.622673434856176,2.0,45,"Farming, Fishing, & Forestry",Q1 (low),0
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.0,0.0,0.0,0.125,0.0625,,,1.0,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-4011,Forest and Conservation Workers,0.0,0.0,0.0,0.0434782608695652,0.0434782608695652,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-4021,Fallers,0.0,0.0,0.0,0.0625,0.03125,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-4022,Logging Equipment Operators,0.0,0.0,0.0,0.1875,0.1875,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
45-4023,Log Graders and Scalers,0.0,0.0,0.0,0.4210526315789473,0.2105263157894736,,,,45,"Farming, Fishing, & Forestry",Q0 (none),0
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,0.0296,,,0.8,0.4166666666666666,,,3.0,47,Construction & Extraction,Q1 (low),0
47-2011,Boilermakers,0.0,0.0,0.0,0.0606060606060606,0.0303030303030303,,,,47,Construction & Extraction,Q0 (none),0
47-2021,Brickmasons and Blockmasons,0.0,0.0,0.0,0.0769230769230769,0.0384615384615384,,,,47,Construction & Extraction,Q0 (none),0
47-2022,Stonemasons,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-2031,Carpenters,0.0,0.0,0.0,0.2444444444444444,0.1444444444444444,,,2.0,47,Construction & Extraction,Q0 (none),0
47-2041,Carpet Installers,0.0,0.0,0.0,0.125,0.0625,,,,47,Construction & Extraction,Q0 (none),0
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-2043,Floor Sanders and Finishers,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,,,,47,Construction & Extraction,Q0 (none),0
47-2044,Tile and Stone Setters,0.0,0.0,0.0,0.15,0.0875,,,1.0,47,Construction & Extraction,Q0 (none),0
47-2051,Cement Masons and Concrete Finishers,0.0,0.0,0.0,0.0,0.0,,,1.0,47,Construction & Extraction,Q0 (none),0
47-2053,Terrazzo Workers and Finishers,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-2061,Construction Laborers,0.0281,,,0.1,0.05,,,,47,Construction & Extraction,Q1 (low),0
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-2072,Pile Driver Operators,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-2073,Operating Engineers and Other Construction Equipment Operators,0.0,0.0,0.0,0.0652173913043478,0.0543478260869565,,,,47,Construction & Extraction,Q0 (none),0
47-2081,Drywall and Ceiling Tile Installers,0.0,0.0,0.0,0.0833333333333333,0.0416666666666666,,,2.0,47,Construction & Extraction,Q0 (none),0
47-2082,Tapers,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-2111,Electricians,0.0,0.0,0.0,0.1951219512195122,0.1463414634146341,,,2.0,47,Construction & Extraction,Q0 (none),0
47-2121,Glaziers,0.0,0.0,0.0,0.1666666666666666,0.0833333333333333,,,2.0,47,Construction & Extraction,Q0 (none),0
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",0.0,0.0,0.0,0.1,0.05,,,,47,Construction & Extraction,Q0 (none),0
47-2132,"Insulation Workers, Mechanical",0.0439,,,0.0909090909090909,0.0454545454545454,,,,47,Construction & Extraction,Q1 (low),0
47-2141,"Painters, Construction and Maintenance",0.0,0.0,0.0,0.0571428571428571,0.0571428571428571,,,2.0,47,Construction & Extraction,Q0 (none),0
47-2142,Paperhangers,0.0,0.0,0.0,0.054054054054054,0.027027027027027,,,,47,Construction & Extraction,Q0 (none),0
47-2151,Pipelayers,0.0,0.0,0.0,0.0714285714285714,0.0357142857142857,,,,47,Construction & Extraction,Q0 (none),0
47-2152,"Plumbers, Pipefitters, and Steamfitters",0.0116,,,0.1321138211382113,0.0753161698283649,,,3.0,47,Construction & Extraction,Q1 (low),0
47-2161,Plasterers and Stucco Masons,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,,,,47,Construction & Extraction,Q0 (none),0
47-2171,Reinforcing Iron and Rebar Workers,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,,,,47,Construction & Extraction,Q0 (none),0
47-2181,Roofers,0.0157,,,0.08,0.04,,,1.0,47,Construction & Extraction,Q1 (low),0
47-2211,Sheet Metal Workers,0.0,0.0,0.0,0.131578947368421,0.0657894736842105,,,1.0,47,Construction & Extraction,Q0 (none),0
47-2221,Structural Iron and Steel Workers,0.0491,,,0.0571428571428571,0.0285714285714285,,,,47,Construction & Extraction,Q2,0
47-2231,Solar Photovoltaic Installers,0.0,0.0,0.0,0.22,0.11,,,6.0,47,Construction & Extraction,Q0 (none),0
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.0,0.0,0.0,0.0,0.0,,,1.0,47,Construction & Extraction,Q0 (none),0
47-3012,Helpers--Carpenters,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-3013,Helpers--Electricians,0.0,0.0,0.0,0.024390243902439,0.024390243902439,,,,47,Construction & Extraction,Q0 (none),0
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-3016,Helpers--Roofers,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-4011,Construction and Building Inspectors,0.0481,0.02108090448059,0.0270190955194099,0.6682085786375105,0.3341042893187552,0.4382724424239093,0.5617275575760907,3.0,47,Construction & Extraction,Q2,0
47-4021,Elevator and Escalator Installers and Repairers,0.0,0.0,0.0,0.2105263157894736,0.1842105263157894,,,1.0,47,Construction & Extraction,Q0 (none),0
47-4031,Fence Erectors,0.0,0.0,0.0,0.0512820512820512,0.0512820512820512,,,,47,Construction & Extraction,Q0 (none),0
47-4041,Hazardous Materials Removal Workers,0.0,0.0,0.0,0.1290322580645161,0.0806451612903225,,,1.0,47,Construction & Extraction,Q0 (none),0
47-4051,Highway Maintenance Workers,0.0,0.0,0.0,0.032258064516129,0.0161290322580645,,,,47,Construction & Extraction,Q0 (none),0
47-4061,Rail-Track Laying and Maintenance Equipment Operators,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,0.0,0.0,0.0,0.09375,0.078125,,,1.0,47,Construction & Extraction,Q0 (none),0
47-5011,"Derrick Operators, Oil and Gas",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-5012,"Rotary Drill Operators, Oil and Gas",0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,,,,47,Construction & Extraction,Q0 (none),0
47-5013,"Service Unit Operators, Oil and Gas",0.0,0.0,0.0,0.064516129032258,0.064516129032258,,,1.0,47,Construction & Extraction,Q0 (none),0
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",0.0,0.0,0.0,0.0,0.0,,,2.0,47,Construction & Extraction,Q0 (none),0
47-5023,"Earth Drillers, Except Oil and Gas",0.0,0.0,0.0,0.1818181818181818,0.1363636363636363,,,,47,Construction & Extraction,Q0 (none),0
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.0,0.0,0.0,0.1458333333333333,0.1354166666666666,,,,47,Construction & Extraction,Q0 (none),0
47-5041,Continuous Mining Machine Operators,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-5043,"Roof Bolters, Mining",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-5044,"Loading and Moving Machine Operators, Underground Mining",0.0,0.0,0.0,0.0232558139534883,0.0232558139534883,,,,47,Construction & Extraction,Q0 (none),0
47-5051,"Rock Splitters, Quarry",0.0,0.0,0.0,0.1538461538461538,0.0769230769230769,,,,47,Construction & Extraction,Q0 (none),0
47-5071,"Roustabouts, Oil and Gas",0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
47-5081,Helpers--Extraction Workers,0.0,0.0,0.0,0.0,0.0,,,,47,Construction & Extraction,Q0 (none),0
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.1015,0.0397544378167057,0.0617455621832942,0.7948717948717948,0.4102564102564102,0.3916693380956229,0.6083306619043771,4.0,49,"Installation, Maintenance, & Repair",Q2,1
49-2011,"Computer, Automated Teller, and Office Machine Repairers",0.1067,0.0458921639618828,0.0608078360381171,0.4489795918367346,0.3673469387755101,0.4301046294459495,0.5698953705540505,7.0,49,"Installation, Maintenance, & Repair",Q2,1
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.0,0.0,0.0,0.1666666666666666,0.1071428571428571,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.0333,0.0,0.0333,0.328125,0.28125,0.0,1.0,2.0,49,"Installation, Maintenance, & Repair",Q1 (low),0
49-2091,Avionics Technicians,0.0,0.0,0.0,0.36,0.24,,,3.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2092,"Electric Motor, Power Tool, and Related Repairers",0.0,0.0,0.0,0.1153846153846153,0.1057692307692307,,,2.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.0,0.0,0.0,0.32,0.24,,,3.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.0,0.0,0.0,0.4358974358974359,0.3076923076923077,,,3.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.0,0.0,0.0,0.44,0.34,,,2.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2097,Audiovisual Equipment Installers and Repairers,0.0,0.0,0.0,0.2857142857142857,0.238095238095238,,,4.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-2098,Security and Fire Alarm Systems Installers,0.0303,0.0303,0.0,0.2666666666666666,0.1666666666666666,1.0,0.0,3.0,49,"Installation, Maintenance, & Repair",Q1 (low),0
49-3011,Aircraft Mechanics and Service Technicians,0.0,0.0,0.0,0.1791044776119403,0.1343283582089552,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3021,Automotive Body and Related Repairers,0.0,0.0,0.0,0.0851063829787234,0.0425531914893617,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3022,Automotive Glass Installers and Repairers,0.0,0.0,0.0,0.0,0.0,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3023,Automotive Service Technicians and Mechanics,0.0,0.0,0.0,0.1272727272727272,0.0818181818181818,,,2.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,0.0,0.0,0.0,0.0,0.0,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3041,Farm Equipment Mechanics and Service Technicians,0.0,0.0,0.0,0.1153846153846153,0.1153846153846153,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0.0,0.0,0.0,0.15,0.1,,,2.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3043,Rail Car Repairers,0.0,0.0,0.0,0.1290322580645161,0.0967741935483871,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3051,Motorboat Mechanics and Service Technicians,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3052,Motorcycle Mechanics,0.0,0.0,0.0,0.0,0.0,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0.0,0.0,0.0,0.2142857142857142,0.1785714285714285,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3091,Bicycle Repairers,0.0,0.0,0.0,0.2068965517241379,0.1034482758620689,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3092,Recreational Vehicle Service Technicians,0.0,0.0,0.0,0.0606060606060606,0.0606060606060606,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-3093,Tire Repairers and Changers,0.0,0.0,0.0,0.0,0.0,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9011,Mechanical Door Repairers,0.0,0.0,0.0,0.1818181818181818,0.1363636363636363,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0.0,0.0,0.0,0.1666666666666666,0.1309523809523809,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.0191,0.0098228571428571,0.0092771428571428,0.1403508771929824,0.1052631578947368,0.5142857142857143,0.4857142857142857,1.0,49,"Installation, Maintenance, & Repair",Q1 (low),0
49-9031,Home Appliance Repairers,0.0,0.0,0.0,0.2181818181818181,0.1454545454545454,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9041,Industrial Machinery Mechanics,0.0239,0.0116549382716049,0.012245061728395,0.3548387096774194,0.2741935483870967,0.4876543209876542,0.5123456790123457,2.0,49,"Installation, Maintenance, & Repair",Q1 (low),0
49-9043,"Maintenance Workers, Machinery",0.0,0.0,0.0,0.1714285714285714,0.1428571428571428,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9044,Millwrights,0.0,0.0,0.0,0.0434782608695652,0.0217391304347826,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9045,"Refractory Materials Repairers, Except Brickmasons",0.0,0.0,0.0,0.0,0.0,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9051,Electrical Power-Line Installers and Repairers,0.0,0.0,0.0,0.0,0.0,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9052,Telecommunications Line Installers and Repairers,0.0,0.0,0.0,0.03125,0.03125,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9061,Camera and Photographic Equipment Repairers,0.0412,,,0.44,0.24,,,2.0,49,"Installation, Maintenance, & Repair",Q1 (low),0
49-9062,Medical Equipment Repairers,0.0,0.0,0.0,0.4545454545454546,0.303030303030303,,,2.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9063,Musical Instrument Repairers and Tuners,0.0,0.0,0.0,0.0392156862745098,0.0196078431372549,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9064,Watch and Clock Repairers,0.0,0.0,0.0,0.2666666666666666,0.1999999999999999,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9071,"Maintenance and Repair Workers, General",0.0,0.0,0.0,0.2352941176470588,0.1372549019607843,,,2.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9081,Wind Turbine Service Technicians,0.0,0.0,0.0,0.0869565217391304,0.0434782608695652,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.0,0.0,0.0,0.3214285714285714,0.3214285714285714,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9092,Commercial Divers,0.0,0.0,0.0,0.1333333333333333,0.0666666666666666,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9094,Locksmiths and Safe Repairers,0.0,0.0,0.0,0.08,0.08,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9095,Manufactured Building and Mobile Home Installers,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9096,Riggers,0.0,0.0,0.0,0.0,0.0,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9097,Signal and Track Switch Repairers,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,,,,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0.0,0.0,0.0,0.0666666666666666,0.0333333333333333,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
49-9099,"Installation, Maintenance, and Repair Workers, All Other",0.0,0.0,0.0,0.3548387096774194,0.2096774193548387,,,1.0,49,"Installation, Maintenance, & Repair",Q0 (none),0
51-1011,First-Line Supervisors of Production and Operating Workers,0.0,0.0,0.0,0.65,0.4,,,2.0,51,Production,Q0 (none),0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.0494,,,0.05,0.025,,,1.0,51,Production,Q2,0
51-2021,"Coil Winders, Tapers, and Finishers",0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,,,,51,Production,Q0 (none),0
51-2031,Engine and Other Machine Assemblers,0.0,0.0,0.0,0.1904761904761904,0.0952380952380952,,,,51,Production,Q0 (none),0
51-2041,Structural Metal Fabricators and Fitters,0.0,0.0,0.0,0.0454545454545454,0.0227272727272727,,,,51,Production,Q0 (none),0
51-2051,Fiberglass Laminators and Fabricators,0.0,0.0,0.0,0.0416666666666666,0.0208333333333333,,,,51,Production,Q0 (none),0
51-2061,Timing Device Assemblers and Adjusters,0.0392,,,0.12,0.06,,,,51,Production,Q1 (low),0
51-3011,Bakers,0.0,0.0,0.0,0.3823529411764705,0.2647058823529412,,,2.0,51,Production,Q0 (none),0
51-3021,Butchers and Meat Cutters,0.0,0.0,0.0,0.2105263157894736,0.131578947368421,,,,51,Production,Q0 (none),0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.0,0.0,0.0,0.0,0.0,,,,51,Production,Q0 (none),0
51-3023,Slaughterers and Meat Packers,0.0,0.0,0.0,0.0,0.0,,,,51,Production,Q0 (none),0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,,,,51,Production,Q0 (none),0
51-3092,Food Batchmakers,0.0,0.0,0.0,0.1282051282051282,0.1153846153846153,,,4.0,51,Production,Q0 (none),0
51-3093,Food Cooking Machine Operators and Tenders,0.0,0.0,0.0,0.1290322580645161,0.1290322580645161,,,,51,Production,Q0 (none),0
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.0416666666666666,0.0208333333333333,,,1.0,51,Production,Q0 (none),0
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.0833333333333333,0.0416666666666666,,,,51,Production,Q0 (none),0
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.2352941176470588,0.1764705882352941,,,,51,Production,Q0 (none),0
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.02,0.01,,,,51,Production,Q0 (none),0
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.0606060606060606,0.0303030303030303,,,1.0,51,Production,Q0 (none),0
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.0967741935483871,0.064516129032258,,,,51,Production,Q0 (none),0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.1935483870967742,0.1612903225806451,,,,51,Production,Q0 (none),0
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.2758620689655172,0.2413793103448275,,,,51,Production,Q0 (none),0
51-4041,Machinists,0.0,0.0,0.0,0.3061224489795918,0.2346938775510204,,,2.0,51,Production,Q0 (none),0
51-4051,Metal-Refining Furnace Operators and Tenders,0.0,0.0,0.0,0.125,0.1041666666666666,,,,51,Production,Q0 (none),0
51-4052,"Pourers and Casters, Metal",0.0,0.0,0.0,0.0,0.0,,,,51,Production,Q0 (none),0
51-4061,"Model Makers, Metal and Plastic",0.0,0.0,0.0,0.1935483870967742,0.1612903225806451,,,,51,Production,Q0 (none),0
51-4062,"Patternmakers, Metal and Plastic",0.0,0.0,0.0,0.217391304347826,0.1521739130434782,,,,51,Production,Q0 (none),0
51-4071,Foundry Mold and Coremakers,0.0,0.0,0.0,0.0,0.0,,,,51,Production,Q0 (none),0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.1395348837209302,0.0813953488372093,,,,51,Production,Q0 (none),0
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.1282051282051282,0.1025641025641025,,,,51,Production,Q0 (none),0
51-4111,Tool and Die Makers,0.0,0.0,0.0,0.28125,0.1875,,,,51,Production,Q0 (none),0
51-4121,"Welders, Cutters, Solderers, and Brazers",0.0,0.0,0.0,0.0980392156862745,0.088235294117647,,,1.0,51,Production,Q0 (none),0
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.0,0.0,0.0,0.0909090909090909,0.0681818181818181,,,,51,Production,Q0 (none),0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0,0.0,0.1764705882352941,0.1764705882352941,,,1.0,51,Production,Q0 (none),0
